Facility_ID,Hospital_Name,Detailed_Region,Region,Procedure,Year_of_Hospital_Discharge,Number_of_Cases,Number_of_Deaths,Observed_Mortality_Rate,Expected_Mortality_Rate,Risk_Adjusted_Mortality_Rate,Lower_Limit_of_Confidence_Interval,Upper_Limit_of_Confidence_Interval,Comparison_Results,Start_Year,End_Year,Mid_Year,Comparison_Results_Category,Is_Higher_Than_Expected_Mortality,Is_Lower_Than_Expected_Mortality,Is_As_Expected_Mortality,Observed_vs_Expected_Difference,Observed_vs_RiskAdjusted_Difference
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2011-2013,658,17,2.58,4.28,1.7,0.99,2.72,Rate significantly lower than Statewide Rate,2011,2013,2012,Rate significantly lower than Statewide Rate,False,False,False,-1.7000000000000002,0.8800000000000001
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2015,683,12,1.76,1.62,1.24,0.64,2.16,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.1399999999999999,0.52
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2011-2013,490,16,3.27,3.81,2.96,1.69,4.81,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.54,0.31000000000000005
135,UVM Health Network CVP,Capital District,Capital District,All PCI,2015,572,8,1.4,0.93,1.71,0.74,3.37,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.46999999999999986,-0.31000000000000005
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2013,419,5,1.19,1.99,1.1,0.36,2.57,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.8,0.08999999999999986
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2014,180,1,0.56,0.95,0.72,0.01,3.98,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.3899999999999999,-0.15999999999999992
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2013,238,4,1.68,1.76,1.75,0.47,4.48,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.08000000000000007,-0.07000000000000006
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2012-2014,54,1,1.85,1.54,3.81,0.05,21.2,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.31000000000000005,-1.96
746,Bassett Medical Center,Capital District,Capital District,CABG,2014,108,1,0.93,0.86,1.32,0.02,7.36,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.07000000000000006,-0.39
746,Bassett Medical Center,Capital District,Capital District,CABG,2015,74,2,2.7,1.02,4.13,0.46,14.91,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,1.6800000000000002,-1.4299999999999997
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2013,130,0,0.0,1.15,0.0,0.0,1.81,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-1.15,0.0
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2012-2014,815,37,4.54,3.18,4.54,3.19,6.25,Rate significantly higher than Statewide Rate,2012,2014,2013,Rate significantly higher than Statewide Rate,False,False,False,1.3599999999999999,0.0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2013,405,0,0.0,1.06,0.0,0.0,0.63,Rate significantly lower than Statewide Rate,2013,2013,2013,Rate significantly lower than Statewide Rate,False,False,False,-1.06,0.0
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,919,17,1.85,2.49,2.18,1.27,3.49,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.6400000000000001,-0.33000000000000007
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2013,1319,7,0.53,0.61,0.99,0.4,2.03,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.07999999999999996,-0.45999999999999996
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2014,1543,19,1.23,1.02,1.42,0.86,2.22,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.20999999999999996,-0.18999999999999995
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2013,174,2,1.15,1.54,1.37,0.15,4.96,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.3900000000000001,-0.2200000000000002
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,160,2,1.25,1.66,0.92,0.1,3.33,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.4099999999999999,0.32999999999999996
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,1421,12,0.84,0.64,0.97,0.5,1.69,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.19999999999999996,-0.13
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,CABG,2013,174,3,1.72,1.5,2.11,0.42,6.17,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.21999999999999997,-0.3899999999999999
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,871,12,1.38,0.86,1.89,0.98,3.31,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.5199999999999999,-0.51
756,Samaritan Hospital,Capital District,Capital District,All PCI,2015,215,2,0.93,1.09,0.97,0.11,3.51,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.16000000000000003,-0.039999999999999925
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2013-2015,514,22,4.28,6.19,2.1,1.32,3.18,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-1.9100000000000001,2.18
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,1308,41,3.13,2.69,4.03,2.89,5.47,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.43999999999999995,-0.9000000000000004
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,CABG,2015,391,5,1.28,1.42,1.4,0.45,3.27,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.1399999999999999,-0.11999999999999988
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,1820,55,3.02,3.36,3.1,2.34,4.04,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.33999999999999986,-0.08000000000000007
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2015,220,2,0.91,0.57,1.18,0.13,4.27,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.3400000000000001,-0.2699999999999999
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,479,16,3.34,3.5,3.3,1.88,5.36,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.16000000000000014,0.040000000000000036
58,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2014,670,13,1.94,1.48,1.54,0.82,2.63,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.45999999999999996,0.3999999999999999
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2013-2015,11,0,0.0,3.99,0.0,0.0,25.41,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-3.99,0.0
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015,2034,17,0.84,0.87,0.72,0.42,1.15,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.030000000000000027,0.12
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2011-2013,298,15,5.03,2.58,5.48,3.07,9.05,Rate significantly higher than Statewide Rate,2011,2013,2012,Rate significantly higher than Statewide Rate,False,False,False,2.45,-0.4500000000000002
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015,234,1,0.43,0.75,0.42,0.01,2.35,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.32,0.010000000000000009
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015,2768,37,1.34,1.04,1.46,1.03,2.01,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.30000000000000004,-0.11999999999999988
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,All PCI,2015,149,3,2.01,1.54,1.48,0.3,4.34,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.46999999999999975,0.5299999999999998
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2013-2015,222,7,3.15,2.97,3.23,1.29,6.65,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.17999999999999972,-0.08000000000000007
1306,NY Methodist Hospital,Kings,NY Metro - NYC,CABG,2013,97,2,2.06,1.34,2.82,0.32,10.19,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.72,-0.7599999999999998
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2011-2013,195,8,4.1,5.1,2.26,0.97,4.45,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-1.0,1.8399999999999999
1306,NY Methodist Hospital,Kings,NY Metro - NYC,All PCI,2013,1404,13,0.93,0.83,1.28,0.68,2.19,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.10000000000000009,-0.35
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2013,2541,29,1.14,1.25,1.05,0.7,1.5,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.1100000000000001,0.08999999999999986
630,St. Josephs Hospital,Central NY,Central NY,CABG,2015,382,6,1.57,1.59,1.54,0.56,3.36,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.020000000000000018,0.030000000000000027
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2013-2015,175,4,2.29,1.36,5.12,1.38,13.11,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.9299999999999999,-2.83
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2013,787,7,0.89,0.68,0.96,0.39,1.98,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.20999999999999996,-0.06999999999999995
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2011-2013,181,7,3.87,2.85,3.82,1.53,7.86,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.02,0.050000000000000266
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2013-2015,520,11,2.12,2.51,2.56,1.28,4.58,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.3899999999999997,-0.43999999999999995
58,UHS-Wilson Med Ctr,Central NY,Central NY,TAVR,2013-2015,38,0,0.0,4.19,0.0,0.0,10.94,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-4.19,0.0
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,616,16,2.6,2.18,3.5,2.0,5.69,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.41999999999999993,-0.8999999999999999
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,271,13,4.8,3.2,5.18,2.76,8.86,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.5999999999999996,-0.3799999999999999
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2014,449,2,0.45,1.09,0.5,0.06,1.81,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.6400000000000001,-0.04999999999999999
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,198,4,2.02,0.61,2.46,0.66,6.29,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,1.4100000000000001,-0.43999999999999995
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,970,30,3.09,2.21,4.12,2.78,5.88,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.8799999999999999,-1.0300000000000002
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,CABG,2013,116,2,1.72,2.07,1.53,0.17,5.51,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.34999999999999987,0.18999999999999995
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2013,1298,23,1.77,1.35,1.5,0.95,2.25,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.41999999999999993,0.27
1637,NYP-Queens,Queens,NY Metro - NYC,All PCI,2013,597,7,1.17,0.98,1.37,0.55,2.82,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.18999999999999995,-0.20000000000000018
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2011-2013,275,13,4.73,3.18,5.13,2.73,8.78,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.5500000000000003,-0.39999999999999947
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2013-2015,508,21,4.13,4.06,3.1,1.92,4.74,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.07000000000000028,1.0299999999999998
135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2012-2014,419,15,3.58,2.46,4.29,2.4,7.07,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,1.12,-0.71
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015,1431,24,1.68,1.48,1.29,0.82,1.92,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.19999999999999996,0.3899999999999999
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2013-2015,233,7,3.0,2.62,3.49,1.4,7.2,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.3799999999999999,-0.4900000000000002
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,2228,71,3.19,3.82,2.88,2.25,3.63,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.6299999999999999,0.31000000000000005
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2013-2015,228,1,0.44,2.15,0.62,0.01,3.45,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-1.71,-0.18
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2013-2015,517,12,2.32,3.05,2.3,1.19,4.02,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.73,0.020000000000000018
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,929,4,0.43,1.2,0.42,0.11,1.08,Rate significantly lower than Statewide Rate,2014,2014,2014,Rate significantly lower than Statewide Rate,False,False,False,-0.77,0.010000000000000009
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2013,201,0,0.0,0.85,0.0,0.0,1.58,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.85,0.0
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2013,297,6,2.02,1.57,1.47,0.54,3.19,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.44999999999999996,0.55
746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2012-2014,129,2,1.55,2.69,1.83,0.21,6.61,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-1.14,-0.28
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,97,1,1.03,1.09,2.79,0.04,15.54,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.06000000000000005,-1.76
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2013,321,1,0.31,0.44,0.53,0.01,2.93,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.13,-0.22000000000000003
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,244,12,4.92,3.22,5.27,2.72,9.21,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.6999999999999997,-0.34999999999999964
746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2013-2015,137,4,2.92,2.23,3.97,1.07,10.16,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.69,-1.0500000000000003
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2015,186,6,3.23,1.8,2.04,0.75,4.44,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,1.43,1.19
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2013,435,4,0.92,0.56,1.22,0.33,3.12,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.36,-0.29999999999999993
